2026-09-18 07:47:30,294 | INFO     | saucedemo | ================================================================================
2026-09-18 07:47:30,295 | INFO     | saucedemo | 🚀 测试会话开始
2026-09-18 07:47:30,336 | INFO     | saucedemo | 🌐 网络诊断 https://www.saucedemo.com/: DNS=0.9ms, TCP连接=12.8ms, TTFB=27.4ms, 状态=OK
2026-09-18 07:47:30,406 | INFO     | saucedemo | ================================================================================
2026-09-18 07:47:30,406 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-09-18 07:47:30,406 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-09-18 07:47:30,406 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
2026-09-18 07:47:30,407 | INFO     | saucedemo | 📌 使用 PATH 中的 chromedriver（容器镜像已内置）
2026-09-18 07:47:31,354 | INFO     | saucedemo | ✅ 浏览器启动成功, 版本: 151.0.7922.169, 平台: linux, page_load_timeout: 90s, script_timeout: 60s
2026-09-18 07:47:31,612 | INFO     | saucedemo | 🌐 已访问 https://www.saucedemo.com/
2026-09-18 07:47:31,612 | INFO     | saucedemo | 🔑 quick_login: user=standard_user
2026-09-18 07:47:31,693 | INFO     | saucedemo | ⌨️ 输入文本 'standard_user' 到 ('id', 'user-name')
2026-09-18 07:47:31,738 | INFO     | saucedemo | ⌨️ 输入文本 'secret_sauce' 到 ('id', 'password')
2026-09-18 07:47:31,799 | INFO     | saucedemo | 🖱️ 已点击 ('id', 'login-button')
2026-09-18 07:47:52,254 | WARNING  | saucedemo | ⚠️ 等待超时 购物车角标数量 = 6 第 1/3 次（20s），2.0s 后重试…
2026-09-18 07:48:14,461 | WARNING  | saucedemo | ⚠️ 等待超时 购物车角标数量 = 6 第 2/3 次（20s），2.0s 后重试…
2026-09-18 07:48:36,691 | ERROR    | saucedemo | ❌ 等待超时 购物车角标数量 = 6 (单次 20s × 3 次共 60s，实际耗时 64.7s)；URL=https://www.saucedemo.com/inventory.html, readyState=complete, windows=1, iframes=0
2026-09-18 07:48:36,691 | INFO     | saucedemo | 🛒 quick_setup_cart: 加购 6 件，进入购物车
2026-09-18 07:48:36,728 | INFO     | saucedemo | 🖱️ 已点击 ('css selector', "[data-test='shopping-cart-link']")
2026-09-18 07:49:06,853 | WARNING  | saucedemo | ⚠️ 等待超时 URL 包含 'cart' 第 1/3 次（30s），2.0s 后重试…
2026-09-18 07:49:38,966 | WARNING  | saucedemo | ⚠️ 等待超时 URL 包含 'cart' 第 2/3 次（30s），2.0s 后重试…
2026-09-18 07:50:11,072 | ERROR    | saucedemo | ❌ 等待超时 URL 包含 'cart' (单次 30s × 3 次共 90s，实际耗时 94.3s)；URL=https://www.saucedemo.com/inventory.html, readyState=complete, windows=1, iframes=0
2026-09-18 07:50:11,134 | INFO     | saucedemo | 📸 截图保存: /__w/SauceDemo-TestAuto/SauceDemo-TestAuto/screenshots/url_timeout_cart.png
2026-09-18 07:50:11,176 | INFO     | saucedemo | ◀ 清理 WebDriver
2026-09-18 07:50:11,243 | INFO     | saucedemo | 🛑 浏览器已安全退出
2026-09-18 07:50:11,268 | INFO     | saucedemo | ================================================================================
2026-09-18 07:50:14,270 | INFO     | saucedemo | ================================================================================
2026-09-18 07:50:14,271 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-09-18 07:50:14,271 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-09-18 07:50:14,271 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
