2026-08-13 08:15:06,905 | INFO     | saucedemo | ================================================================================
2026-08-13 08:15:06,905 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-08-13 08:15:06,905 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-08-13 08:15:06,905 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
2026-08-13 08:15:06,905 | INFO     | saucedemo | 📌 使用 PATH 中的 chromedriver（容器镜像已内置）
2026-08-13 08:15:07,898 | INFO     | saucedemo | ✅ 浏览器启动成功, 版本: 151.0.7922.137, 平台: linux
2026-08-13 08:15:08,183 | INFO     | saucedemo | 🌐 已访问 https://www.saucedemo.com/
2026-08-13 08:15:08,183 | INFO     | saucedemo | 🔑 quick_login: user=standard_user
2026-08-13 08:15:08,317 | INFO     | saucedemo | ⌨️ 输入文本 'standard_user' 到 ('id', 'user-name')
2026-08-13 08:15:08,399 | INFO     | saucedemo | ⌨️ 输入文本 'secret_sauce' 到 ('id', 'password')
2026-08-13 08:15:08,503 | INFO     | saucedemo | 🖱️ 已点击 ('id', 'login-button')
2026-08-13 08:15:08,646 | INFO     | saucedemo | 🛒 quick_setup_cart: 加购 3 件，进入购物车
2026-08-13 08:15:08,715 | INFO     | saucedemo | 🖱️ 已点击 ('css selector', "[data-test='shopping-cart-link']")
2026-08-13 08:15:18,820 | INFO     | saucedemo | ◀ 清理 WebDriver
2026-08-13 08:15:18,882 | INFO     | saucedemo | 🛑 浏览器已安全退出
2026-08-13 08:15:18,882 | INFO     | saucedemo | ================================================================================
2026-08-13 08:15:21,884 | INFO     | saucedemo | ================================================================================
2026-08-13 08:15:21,885 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-08-13 08:15:21,885 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-08-13 08:15:21,885 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
2026-08-13 08:15:21,885 | INFO     | saucedemo | 📌 使用 PATH 中的 chromedriver（容器镜像已内置）
2026-08-13 08:15:22,730 | INFO     | saucedemo | ✅ 浏览器启动成功, 版本: 151.0.7922.137, 平台: linux
2026-08-13 08:15:22,960 | INFO     | saucedemo | 🌐 已访问 https://www.saucedemo.com/
2026-08-13 08:15:22,962 | INFO     | saucedemo | 🔑 quick_login: user=standard_user
2026-08-13 08:15:23,090 | INFO     | saucedemo | ⌨️ 输入文本 'standard_user' 到 ('id', 'user-name')
2026-08-13 08:15:23,170 | INFO     | saucedemo | ⌨️ 输入文本 'secret_sauce' 到 ('id', 'password')
2026-08-13 08:15:23,323 | INFO     | saucedemo | 🖱️ 已点击 ('id', 'login-button')
2026-08-13 08:15:23,469 | INFO     | saucedemo | 🛒 quick_setup_cart: 加购 3 件，进入购物车
2026-08-13 08:15:23,534 | INFO     | saucedemo | 🖱️ 已点击 ('css selector', "[data-test='shopping-cart-link']")
2026-08-13 08:15:33,613 | INFO     | saucedemo | ◀ 清理 WebDriver
2026-08-13 08:15:33,671 | INFO     | saucedemo | 🛑 浏览器已安全退出
2026-08-13 08:15:33,671 | INFO     | saucedemo | ================================================================================
2026-08-13 08:15:36,674 | INFO     | saucedemo | ================================================================================
2026-08-13 08:15:36,674 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-08-13 08:15:36,674 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-08-13 08:15:36,674 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
2026-08-13 08:15:36,674 | INFO     | saucedemo | 📌 使用 PATH 中的 chromedriver（容器镜像已内置）
2026-08-13 08:15:37,512 | INFO     | saucedemo | ✅ 浏览器启动成功, 版本: 151.0.7922.137, 平台: linux
2026-08-13 08:15:37,772 | INFO     | saucedemo | 🌐 已访问 https://www.saucedemo.com/
2026-08-13 08:15:37,773 | INFO     | saucedemo | 🔑 quick_login: user=standard_user
2026-08-13 08:15:37,884 | INFO     | saucedemo | ⌨️ 输入文本 'standard_user' 到 ('id', 'user-name')
2026-08-13 08:15:37,959 | INFO     | saucedemo | ⌨️ 输入文本 'secret_sauce' 到 ('id', 'password')
2026-08-13 08:15:38,117 | INFO     | saucedemo | 🖱️ 已点击 ('id', 'login-button')
2026-08-13 08:15:38,275 | INFO     | saucedemo | 🛒 quick_setup_cart: 加购 3 件，进入购物车
2026-08-13 08:15:38,342 | INFO     | saucedemo | 🖱️ 已点击 ('css selector', "[data-test='shopping-cart-link']")
2026-08-13 08:15:48,421 | INFO     | saucedemo | ◀ 清理 WebDriver
2026-08-13 08:15:48,479 | INFO     | saucedemo | 🛑 浏览器已安全退出
2026-08-13 08:15:48,479 | INFO     | saucedemo | ================================================================================
2026-08-13 08:15:48,481 | INFO     | saucedemo | ================================================================================
2026-08-13 08:15:48,482 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-08-13 08:15:48,482 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-08-13 08:15:48,482 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
2026-08-13 08:15:48,482 | INFO     | saucedemo | 📌 使用 PATH 中的 chromedriver（容器镜像已内置）
2026-08-13 08:15:49,334 | INFO     | saucedemo | ✅ 浏览器启动成功, 版本: 151.0.7922.137, 平台: linux
2026-08-13 08:15:49,554 | INFO     | saucedemo | 🌐 已访问 https://www.saucedemo.com/
2026-08-13 08:15:49,555 | INFO     | saucedemo | 🔑 quick_login: user=standard_user
2026-08-13 08:15:49,713 | INFO     | saucedemo | ⌨️ 输入文本 'standard_user' 到 ('id', 'user-name')
2026-08-13 08:15:49,802 | INFO     | saucedemo | ⌨️ 输入文本 'secret_sauce' 到 ('id', 'password')
2026-08-13 08:15:49,918 | INFO     | saucedemo | 🖱️ 已点击 ('id', 'login-button')
2026-08-13 08:15:50,060 | INFO     | saucedemo | 🛒 quick_setup_cart: 加购 3 件，进入购物车
2026-08-13 08:15:50,126 | INFO     | saucedemo | 🖱️ 已点击 ('css selector', "[data-test='shopping-cart-link']")
2026-08-13 08:16:00,208 | INFO     | saucedemo | ◀ 清理 WebDriver
2026-08-13 08:16:00,266 | INFO     | saucedemo | 🛑 浏览器已安全退出
2026-08-13 08:16:00,266 | INFO     | saucedemo | ================================================================================
2026-08-13 08:16:03,269 | INFO     | saucedemo | ================================================================================
2026-08-13 08:16:03,269 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-08-13 08:16:03,269 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-08-13 08:16:03,269 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
2026-08-13 08:16:03,269 | INFO     | saucedemo | 📌 使用 PATH 中的 chromedriver（容器镜像已内置）
2026-08-13 08:16:04,114 | INFO     | saucedemo | ✅ 浏览器启动成功, 版本: 151.0.7922.137, 平台: linux
2026-08-13 08:16:04,303 | INFO     | saucedemo | 🌐 已访问 https://www.saucedemo.com/
2026-08-13 08:16:04,304 | INFO     | saucedemo | 🔑 quick_login: user=standard_user
2026-08-13 08:16:04,437 | INFO     | saucedemo | ⌨️ 输入文本 'standard_user' 到 ('id', 'user-name')
2026-08-13 08:16:04,506 | INFO     | saucedemo | ⌨️ 输入文本 'secret_sauce' 到 ('id', 'password')
2026-08-13 08:16:04,692 | INFO     | saucedemo | 🖱️ 已点击 ('id', 'login-button')
2026-08-13 08:16:04,844 | INFO     | saucedemo | 🛒 quick_setup_cart: 加购 3 件，进入购物车
2026-08-13 08:16:04,907 | INFO     | saucedemo | 🖱️ 已点击 ('css selector', "[data-test='shopping-cart-link']")
2026-08-13 08:16:14,987 | INFO     | saucedemo | ◀ 清理 WebDriver
2026-08-13 08:16:15,045 | INFO     | saucedemo | 🛑 浏览器已安全退出
2026-08-13 08:16:15,045 | INFO     | saucedemo | ================================================================================
2026-08-13 08:16:18,048 | INFO     | saucedemo | ================================================================================
2026-08-13 08:16:18,048 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-08-13 08:16:18,048 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-08-13 08:16:18,048 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
2026-08-13 08:16:18,048 | INFO     | saucedemo | 📌 使用 PATH 中的 chromedriver（容器镜像已内置）
2026-08-13 08:16:18,892 | INFO     | saucedemo | ✅ 浏览器启动成功, 版本: 151.0.7922.137, 平台: linux
2026-08-13 08:16:19,113 | INFO     | saucedemo | 🌐 已访问 https://www.saucedemo.com/
2026-08-13 08:16:19,116 | INFO     | saucedemo | 🔑 quick_login: user=standard_user
2026-08-13 08:16:19,250 | INFO     | saucedemo | ⌨️ 输入文本 'standard_user' 到 ('id', 'user-name')
2026-08-13 08:16:19,317 | INFO     | saucedemo | ⌨️ 输入文本 'secret_sauce' 到 ('id', 'password')
2026-08-13 08:16:19,482 | INFO     | saucedemo | 🖱️ 已点击 ('id', 'login-button')
2026-08-13 08:16:19,646 | INFO     | saucedemo | 🛒 quick_setup_cart: 加购 3 件，进入购物车
2026-08-13 08:16:19,712 | INFO     | saucedemo | 🖱️ 已点击 ('css selector', "[data-test='shopping-cart-link']")
2026-08-13 08:16:29,794 | INFO     | saucedemo | ◀ 清理 WebDriver
2026-08-13 08:16:29,852 | INFO     | saucedemo | 🛑 浏览器已安全退出
2026-08-13 08:16:29,852 | INFO     | saucedemo | ================================================================================
2026-08-13 08:16:29,854 | INFO     | saucedemo | ================================================================================
2026-08-13 08:16:29,855 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-08-13 08:16:29,855 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-08-13 08:16:29,855 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
2026-08-13 08:16:29,855 | INFO     | saucedemo | 📌 使用 PATH 中的 chromedriver（容器镜像已内置）
2026-08-13 08:16:30,716 | INFO     | saucedemo | ✅ 浏览器启动成功, 版本: 151.0.7922.137, 平台: linux
2026-08-13 08:16:30,943 | INFO     | saucedemo | 🌐 已访问 https://www.saucedemo.com/
2026-08-13 08:16:30,946 | INFO     | saucedemo | 🔑 quick_login: user=standard_user
2026-08-13 08:16:31,059 | INFO     | saucedemo | ⌨️ 输入文本 'standard_user' 到 ('id', 'user-name')
2026-08-13 08:16:31,150 | INFO     | saucedemo | ⌨️ 输入文本 'secret_sauce' 到 ('id', 'password')
2026-08-13 08:16:31,291 | INFO     | saucedemo | 🖱️ 已点击 ('id', 'login-button')
2026-08-13 08:16:31,644 | INFO     | saucedemo | 🖱️ 已点击 ('css selector', "[data-test='shopping-cart-link']")
