2026-08-13 09:19:17,432 | INFO     | saucedemo | ================================================================================
2026-08-13 09:19:17,432 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-08-13 09:19:17,432 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-08-13 09:19:17,433 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
2026-08-13 09:19:17,433 | INFO     | saucedemo | 📌 使用 PATH 中的 chromedriver（容器镜像已内置）
2026-08-13 09:19:18,530 | INFO     | saucedemo | ✅ 浏览器启动成功, 版本: 151.0.7922.137, 平台: linux
2026-08-13 09:19:18,776 | INFO     | saucedemo | 🌐 已访问 https://www.saucedemo.com/
2026-08-13 09:19:18,778 | INFO     | saucedemo | 🔑 quick_login: user=standard_user
2026-08-13 09:19:18,942 | INFO     | saucedemo | ⌨️ 输入文本 'standard_user' 到 ('id', 'user-name')
2026-08-13 09:19:19,029 | INFO     | saucedemo | ⌨️ 输入文本 'secret_sauce' 到 ('id', 'password')
2026-08-13 09:19:19,181 | INFO     | saucedemo | 🖱️ 已点击 ('id', 'login-button')
2026-08-13 09:19:19,389 | INFO     | saucedemo | 🛒 quick_setup_cart: 加购 3 件，进入购物车
2026-08-13 09:19:19,470 | INFO     | saucedemo | 🖱️ 已点击 ('css selector', "[data-test='shopping-cart-link']")
2026-08-13 09:19:29,599 | INFO     | saucedemo | ◀ 清理 WebDriver
2026-08-13 09:19:29,664 | INFO     | saucedemo | 🛑 浏览器已安全退出
2026-08-13 09:19:29,664 | INFO     | saucedemo | ================================================================================
2026-08-13 09:19:32,667 | INFO     | saucedemo | ================================================================================
2026-08-13 09:19:32,667 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-08-13 09:19:32,667 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-08-13 09:19:32,668 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
2026-08-13 09:19:32,668 | INFO     | saucedemo | 📌 使用 PATH 中的 chromedriver（容器镜像已内置）
2026-08-13 09:19:33,539 | INFO     | saucedemo | ✅ 浏览器启动成功, 版本: 151.0.7922.137, 平台: linux
2026-08-13 09:19:33,795 | INFO     | saucedemo | 🌐 已访问 https://www.saucedemo.com/
2026-08-13 09:19:33,797 | INFO     | saucedemo | 🔑 quick_login: user=standard_user
2026-08-13 09:19:33,973 | INFO     | saucedemo | ⌨️ 输入文本 'standard_user' 到 ('id', 'user-name')
2026-08-13 09:19:34,073 | INFO     | saucedemo | ⌨️ 输入文本 'secret_sauce' 到 ('id', 'password')
2026-08-13 09:19:34,259 | INFO     | saucedemo | 🖱️ 已点击 ('id', 'login-button')
2026-08-13 09:19:34,470 | INFO     | saucedemo | 🛒 quick_setup_cart: 加购 3 件，进入购物车
2026-08-13 09:19:34,549 | INFO     | saucedemo | 🖱️ 已点击 ('css selector', "[data-test='shopping-cart-link']")
2026-08-13 09:19:44,639 | INFO     | saucedemo | ◀ 清理 WebDriver
2026-08-13 09:19:44,704 | INFO     | saucedemo | 🛑 浏览器已安全退出
2026-08-13 09:19:44,704 | INFO     | saucedemo | ================================================================================
2026-08-13 09:19:47,707 | INFO     | saucedemo | ================================================================================
2026-08-13 09:19:47,707 | INFO     | saucedemo | ▶ 初始化 WebDriver
2026-08-13 09:19:47,707 | INFO     | saucedemo | 📌 初始化浏览器: chrome, headless=True
2026-08-13 09:19:47,707 | INFO     | saucedemo | 🐳 检测到容器环境，启用 --disable-dev-shm-usage
2026-08-13 09:19:47,708 | INFO     | saucedemo | 📌 使用 PATH 中的 chromedriver（容器镜像已内置）
